Sentence,Sentiment
"external net sales from the printing business fell by 43.7 % , partly due to the termination of the printing contract between ilkka-yhtyma s printing house i-print oy and sector player hss media ab in december 2009 and the fall in printing prices .",0
"the group intends to relocate warehouse and office space in loudeac and saint marcel to morvillars , in the east of the country , where it already operates a hook manufacturing and distribution unit .",0
"the firm is headquartered in vantaa , southern finland and has 16 employees .",0
"at 1.33 pm , the omx helsinki 25 was 0.30 pct lower at 2,463.67 and the omx helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .",0
"we are honored to be recognized by gartner as a specialist in business process modeling and analysis , in the company of many of the largest software vendors in the world .",1
"westpac banking corp - is to issue a benchmark , 3 year frn deal in euros .",0
"includes company and brand share data by category , as well as distribution channel data .",0
for the new shares subscribed with stock options all shareholder rights commence from the date on which they are entered into the trade register .,0
aapl price momentum weakening going into the close.,-1
through the acquisition solteq will expand its solutions offering by microsoft s dynamics business software products .,1
"the company s profit totaled ls 134,700 .",0
"leed is an internationally recognized green building certification system , developed by the u.s. green building council .",0
"however , its market share shrank to 47.59 per cent from 48 per cent a year earlier .",-1
talktalk hires bae systems to investigate cyber attack,-1
looks like its booking a one way ticket to its 40 week ma near 50. losing 10 week here lulu,0
"ftse led lower by m s, glaxosmithkline",-1
the exercise price of the option will be based on safran software solutions license and maintenance sales as well as the result of the company .,0
full-year operating result for 2008 was 3.6 million negative .,-1
"the company said production volumes so far indicate the circuit is capable of the targeted output rate of 60,000 tonnes per day , or 22 million tonnes a year .",0
"jun. 25 , 2008 boy genius report delivered by newstex -- the nokia nyse nok n78 , huh",0
"we have come out with a decision which is based on our preliminary economic , operational and environmental findings , karvinen said .",0
"the new majority owners of aspocomp thailand co. , ltd are certain private persons belonging to immediate circle of aspocomp s present joint venture partner , saha pathana inter-holding plc. .",0
"some 3.8 mln euro 5.2 mln of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850,000 new ixonos shares .",0
"established in 1987 , the srv group is a private finnish construction concern with operations in finland , the baltic countries and russia .",0
the business section also includes ahlstrom s sustainability report .,0
"lemiste city is the environment for a knowledge-based economy providing work for 3,300 people with the total turnover of its companies amounting to eek 5.4 bn , said lo p rnits , chairman of the supervisory board of lemiste city and mainor .",0
jacobs has been supporting storengy s investment of developing storage sites since 2006 as owner s engineer .,0
"the company had earlier said that it was considering different strategic options for the struggling low-cost mobile operator , including a divestment of its holding .",0
"sainsbury s, asda, tesco and morrisons will all cut petrol prices as oil falls ...",-1
barclays sells benchmark indices unit to bloomberg,1
operating profit in the fourth quarter fell to eur33m from eur39m a year earlier .,0
finnish forestry company upm-kymmene and waste management company lassila tikanoja said on jan. 30 they were planning to produce ethanol and energy from commercial and industrial waste .,0
"isms does not disclose its financial results , the daily said .",0
"the contract covers the manufacturing , surface-treatment and installation of the steel structures .",0
finnish metal industry solutions supplier outotec oyj net profit rose to 50.4 mln euro 72.5 mln for the first nine months of 2007 from 20.1 mln euro 28.9 mln for the same period of 2006 .,1
"under the deal , know it will pay sek90m usd12 .8 m-eur8 .6 m in cash and stock .",0
"for the first nine months of 2010 , the company s net profit rose to eur41m from eur30m for the corresponding period of 2009 .",1
"aapl 50dma turned up, macd crossover a half-a-hair away on the weekly. eod break out likely.",1
protalix has 42 million in cash and no sales .,0
that bearish outside day tuesday is significant. 200 day resistance still intact. just my opinion sds,-1
all rights reserved .,0
"it will be operated by nokia , and supported by its nokia netact network and service management system .",0
"mr priit kasak , balti metsamasina s owner , said the rakvere-based company wishes to increase valmet s market share from 27 % to a third in a couple of years .",1
shire sees baxalta deal closing as expected after new rules,1
sainsbury cfo rogers to replace home retail ceo walden,0
"marathon now has a 4.6 percent stake in plx , it said , according to bloomberg .",0
"simmons elected dcuc chairman portsmouth , n.h.-gordon a. simmons , ceo of service credit union , has been elected chairman of the defense credit union council for the 2007-2008 term .",0
sanoma news advertising sales decreased by 22 % during the year .,-1
pharmaceutical market in czech republic global research data services published recently a market analysis about the pharmaceutical markets in czech republic .,0
